Location Name,Title,Text,Rating,Year,Month,Day
08,"Staff di una gentilezza unica, struttura rimasta al 1990 che ha bisogno di restyling","Posizione centralissima, staff gentilissimo e veramente disponibile ad ogni esigenza. Peccato che la struttura è rimasta al 1990, con stanze di un vecchiume unico. La mia stanza era senza doccia ma con una vasca e la odiosa tenda che la copriva per docciarti. Ma dico io nel 2019 ancora con queste cavolo di tende? Chiodi fisher che uscivano dal muro che hanno reso praticamente impossibile appoggiare la doccetta. Bah non capisco perchè strutture con potenzialità enormi come queste siano lasciate in queste condizioni. Non ci tornerei.",3,2019,08,02
08,Come in famiglia,"Siamo clienti affezionati e non possiamo che constatare la gentilezza e la disponibilità di uno staff eccezionale.BRAVI .HOTEL GRAZIOSO E CETRALE NELLA BELLISSIMA P.ROTONDO OTTIMA COLAZIONE,PISCINA COMODA ANCHE PER BIMBI",5,2019,07,30
08,Fuga tre giorni...,"Che dire...?? Hotel tranquillo, colazione buona ,servita in giardino accogliente e carino. Posizione stupenda .Personale gentile e professionale.
Pecca? La doccia scomodissima con i piedi nella vasca. 
Lo consiglieró sicuramente",4,2019,06,21
08,Una breve vacanza sulla costa smeralda,"Nella zona della darsena di Porto Rotondo, si trova questo hotel 4 stelle (tutte meritate) per la posizione strategica per visitare la costa smeralda, per la simpatia e la professionalità del personale, per la ricca colazione a buffet.",5,2019,04,30
08,Klein aber Fein,"Gutes Mittelklasshotel mitten in Porto Rotondo,Hafen in der Nähe und viele Restaurants,die Badestrände waren nicht so schön.Hotelpersonal super nett und die Zimmer wurden gut geputzt,auch das Frühstück war gut hatte alles was man braucht.",4,2018,09,22
08,Soggiorno perfetto,"Attualmente in vacanza in hotel con la mia ragazza. Personale estremamente qualificato, professionale e cortese. 
Posizione dell hotel senza dubbio la migliore di porto rotondo. Si esce e si è nella piazza principale, ma all interno dell hotel si ha una perfetta privacy.
Colazione con prodotti sani e genuini.
Le camere e sopratutto i sanitari e le docce andrebbero rinnovati, ma nonostante questo sono perfettamente pulite.
Altro vantaggio, il parcheggio gratuito (parcheggiare a porto rotondo in centro costa fino a tre euro all’ora). Lo consigliero sicuramente.",5,2018,09,07
08,Un gioiello,"Sono 3 anni che facciamo le nostre vacanze all'Hotel S Marco di Porto Rotondo. 
Un personale che ti fa sentire come a casa propria.
Un ringraziamento in particolare al Direttore Sig Roberto per la sua grande disponibilità in ogni occasione.
Grazie",5,2018,08,26
08,STELLE ECCESSIVE,"Arrivo in questo Hotel con molte aspettative, deluso però da quello ke trovo.... posizionato in zona centrale, comodo nella logistica ma direi molto deludente in se.... se vogliamo attribuire il suo a quello Sardo, possiamo mentire come Pinocchio.... se vogliamo dare allo stile Sardo una somiglianza d un posto vecchio, trascurato e da restaurare.... ingresso camera e wc con porticine da pollaio, arredo anni 70 e bagno totalmente da rifare.... sanitari e rubinetteria vecchissimi, nonché letto e materassi, chiuso con odori di muffe, polvere e puzza di fogna in qualche momento della notte.... mi fermo qui xkè non voglio infierire.... consiglio vivamente alla proprietà di dargli una bella spolverata affinché possa essere un 4 stelle.... così lo reputo da 2 stelle.",2,2018,05,28
08,"Ottima posizione, prezzi bassi","Siamo stati in bassa stagione, sorpresi dalla posizione perfetta (si affaccia sulla piazzetta), siamo rimasti sorpresi dai prezzi ragionevoli... meglio della Liguria :-)
Poi ci ha un po' deluso qualche dettaglio, diciamo che avrebbe bisogno di qualche investimento, di una rinfrescata. Soprattutto nei bagni delle camere. Comunque personale gentilissimo. Materie prime della colazione ... così così ... ma forse perché eravamo fuori stagione ... mah",4,2017,09,24
08,"Clásico y agradable,falta actualizar","Hotel agradable con personal muy atento quizá a excepción del de servicio de desayuno, al que a la mitad del servicio se le ha de ir pidiendo que reponga la comida pues si no te quedas comiendo los restos.
Lo que si que es un lujo es el pequeño parking gratuito del que dispone el Hotel, solo para 4/5 coches, pero en el centro de Porto Rotondo.
El Hotel es agradable y muy limpio pero con una decoración que no ha cambiado en 50 años, realmente necesita una actualización, aunque nuestra estancia fue perfecta, salvo los detalles comentados del desayuno.
También encontramos a faltar un ascensor y mejor accesibilidad y adaptación.
Y también servicio de comida o cena, pues aunque hay muchos restaurantes cerca, le añadiría un plus al Hotel.

La falta de servicios queda paliada en parte por la amabilidad y las ganas de ofrecer un buen servicio por la mayoría del personal.

Gracias.",3,2017,09,09
08,una certezza a porto rotondo,"location perfetta sulla piazzetta di porto rotondo senza eguali, gentilezza e attenzione ai clienti da parte di tutto il personale. abbiamo preso diverse camere perché eravamo un gruppo di amici - tutte pulite e spaziose e molte con una vista stupenda sul porto. piscina comoda per i bambini e un'ottima colazione! da ritornare assolutamente!! grazie!",5,2017,08,07
08,"Posizione centralissima,","soprattutto questo il motivo che ha fatto ricadere la nostra scelta su questo hotel.
Le cose positive riguardano, oltre alla posizione, la cortesia e disponibilità di tutto il personale, colazione varia ,ottima ed abbondante.
Le cose negative riguardano il cambio biancheria letto, mai avvenuto in tre notti,inaccettabile per un 4 stelle,la mancanza di mensole in bagno, insufficienti e per nulla comode le due mensoline in vetro,ed il cattivo oodore che veniva fuori dai sifoni del medesimo.",3,2017,08,06
08,Grande cordialità,"La prima impressione è stata di grande cordialità, abbiamo trascorso due notti in un ambiente quasi familiare, bella camera e più che buono il buffet a colazione. Una nota di merito per il direttore, sempre disponibile e attento.
Ci torneremo di sicuro!",5,2017,07,09
08,"""La cortesia al primo posto""","Struttura completamente rimodernata.
Fantastica la posizione al centro della mitica piazzetta ""San Marco"" (scenario del film ""Fratelli d'Italia di De Sica).
Ingresso favoloso, con un ampio giardino rimodernato. Fiore all'occhiello lo staff, guidato da un giovane direttore, Roberto, attento alle esigenze di tutti. Un saluto particolare a Marta, Laura e al mitico Stefan che ci hanno accolti con tanta gentilezza e cortesia.
",5,2017,07,06
08,Gentilezza e relax,"Qualche giorno di relax in questo ""storico"" hotel sulla piazzetta di porto rotondo, personale veramente gentile e professionale.
Posizione strategica e comoda al porto.
....a quando un po di investimenti sulla struttura?
Comunque complimenti ritorneremo.",4,2017,06,29
08,"Pulito, ordinato e bello, personale gentile e cordiale, posizione strategica.","Ho soggiornato una notte tra sabato e domenica in questo hotel ed è stata un esperienza estremamente positiva. L'hotel si presenta subito bene, pulito e ordinato. Il personale alla reception è immediatamente cortese e disponibile. La camera, ad uso singolo con letto matrimoniale, era sufficientemente spaziosa e dotata di tutto il necessario. Anche il bagno l'ho trovato ampio e comodo, con vasca al posto della doccia, cosa che personalmente apprezzo. Il frigobar era variegatamente fornito. La colazione la mattina dopo era provvista di diversi tipi di colazione. Io ho optato per la colazione italiana. Le paste e la torta che ho assaggiato erano deliziose, ed il caffè ottimo. L'hotel offre anche un servizio WiFi gratuito.
Pur avendo soggiornato solo una notte mi sentirei di suggerire questa struttura anche per periodi più lunghi, trovandosi in una posizione estremamente strategica di Porto Rotondo.",5,2017,05,25
08,Sensazioni uniche,"Dopo il breve soggiorno dell'anno scorso, in cui ci siamo sentiti veramente come a casa, anche questa estate trascorreremo con molto piacere la nostra vacanza a Porto Rotondo, presso il Colonna San Marco, allungando il soggiorno e non facendoci mancare l'aperitivo sulla terrazza che da su Piazzetta San Marco. A presto",5,2017,03,11
08,Boutique Hotel in stile sardo in pieno centro Porto Rotondo,"Ho passato una bellissima settimana con mia moglie in questa splendido Hotel esclusivo nel centro di Porto Rotondo nel periodo di Luglio. L’'accoglienza riservata e professionale rendono il check-in confortevole regalando da subito una sensazione rassicurante di cura e di attenzione ai particolari che accompagnerà tutto il soggiorno. La colazione offre una varietà e qualità di alimenti che delizia il palato accompagnata da una vista sulla piazzetta San Marco. La piscina privata nel retro, purché un po’ piccola, è molto accogliente e deliziosa.  Il servizio navetta per raggiungere la spiaggia è perfetto e comodo poiché la fermata si trova vicinissima all’Hotel. Il personale è sempre presente e si caratterizza per efficienza e grande gentilezza. Consiglio vivamente l’aperitivo in piazzetta, specialmente in tarda serata al tramonto quando si anima la piazzetta. Posto ideale anche per lo shopping in boutique eccellenti.....e per visitare le meraviglie della Costa Smeralda.",5,2017,03,10
08,agosto di prima,"un meraviglioso momento di relax in un hotel che ha tutto per essere perfetto,raccomando una sosta da loro perché veramente meritano,sono professionali e molto attenti ai desideri degli ospiti.In più son in uno dei posti più belli del mondo.",5,2017,03,04
08,"Hotel In posizione imbattibile, staff eccezionale!","Siamo stati in altri 2/3 alberghi che fanno parte della catena ITI Hotels a Porto Cervo, ma devo dire che il San Marco ha una marcia un più. Il punto debole dell'hotel è il suo piccolo parcheggio, i suoi bagni un pò piccoli, e forse anche l'arredamento in stile sardo può far sembrare la struttura un pò datata. Ma Il forte di questo hotel  è il personale, perchè è un gruppo di giovani fantastici. Dall'inizo alla fine siamo stati accolti e fatti sentire a casa. Stefan il facchino sempre sorridente e disponibile, come il giovane direttore e Laura,  anch'essi molto gentili e disponibili per tutto. Molto simpatico il portiere notturno Luigi e Loredana che si occupa delle colazioni. Le camere sono ben dotate di tutto, e la pulizia è impeccabile. La piscina molto carina anche se un pò piccola, mentre a colazione si può trovare di tutto, dal dolce al salato. Ottime le torte fatte in casa, come gli altri prodotti freschi che si possono trovare sul buffet. Di sera, è obbligatorio l'aperitivo al bar perchè insieme alle bevande, ti offrono varie degustazioni di formaggi e salumi sardi. Ottima l'idea delle convenzioni per i clienti dell'hotel con alcuni ristoranti sul Porto e dintorni. Ritorneremo senz'altro, e nuovamente ringraziamo tutto lo staff per l'affetto con il quale ci hanno accolto, e questo fa la differenza! Siete fantastici! con affetto, D&S.",5,2016,09,14
08,Centralissimo !!!,"Al centro di Porto Rotondo ! Comodissimo per raggiungere a piedi qualsiasi posto.
L'albergo avrebbe bisogno di una ristrutturazione, ma il rapporto qualità-prezzo è comunque molto buono. Ottimo il servizio.",4,2016,08,27
08,Delusuone,"Ricerca di una camera in hotel a Porto Rotondo per fine settimana. Trovata all'Hotel Colonna che gentilmente offre per la prima notte una camera d'appoggio e per la notte successiva cambio camera. La delusione è stata il cambio camera più grande si, con tre letti per noi inutili, ma un bagno più piccolo di quelli che si trovano sulle navi della vecchia Tirrenia. La pulizia lascia a desiderare. Sopra il bordo delle mattonelle del bagno e' depositata sporcizia antica e quelle a terra, tutte beccate, con colori improbabili e poco igieniche. È' una struttura che necessita di profonda ristrutturazione per mantenere le stelle che ha. 
Il lenzuolo aveva un buco.
Peccato.....

",3,2016,08,22
08,Gentilezza sarda,"L'albergo in stile rustico è piacevole ma sicuramente la cosa migliore è il servizio.  Qui puoi sentire tutta la gentilezza del popolo sardo, la loro ospitalità e il piacere di averti nell'isola. Un po' caro ma è estate e devono lavorare.
La piscina é una piccola vasca ma accogliente",4,2016,07,21
08,Posto Incantevole ed Accogliente ,"Vorremmo fare i complimenti a tutto il personale per la competenza e gentilezza mostrata durante questa splendida settimana, attenti ad ogni esigenza del cliente. Bel posto in ottima posizione è molto accogliente nel cuore di porto rotondo. ",5,2016,07,02
08,il tempo si è fermato,"non è mai stato un albergo all'altezza delle sue 4 stelle ma niente è cambiato da 35 anni fa. 
ridicolo offrire questa specie di accoglienza a gente che pensa di andare in un posto lussuoso.
voglio segnalare inoltre che la sera le stanze non vengono preparate per la notte.",2,2016,06,28
08,"Posizione Inbattibile, un gioeillo nel cuore di Porto Rotondo!","Un vero gioiello...abbiamo passato un week end formidabile. Appena arrivati si è visivamente colpiti un incantevole giardino fiorito. Abbiamo notato una notevole differenza nella gestione rispetto a qualche anno fa, con decisamente più attenzione ai particolari. Il Direttore ed il suo staff sono estremamente gentili, e sempre a disposizione dei clienti, per ogni problema. Stanze silenziose, si può dormire benissimo. Sala colazioni carinissima, con un buffet molto ricco! Consiglio vivamente per volesse trascorrere una vacanza in pieno relax nel cuore di Porto Rotondo.",5,2016,06,19
08,Una vacanza indimenticabile!!!,"Si trova in una posizione ideale è centrale per godersi la raffinata località di Porto Rotondo.
Il servizio e la disponibilità del personale sono eccellenti. La struttura necessiterebbe di una ristrutturazione delle camere .",4,2015,09,23
08,Gentilezza e disponibilità,"Ho soggiornato in questa struttura ad Agosto e sono rimasta piacevolmente colpita dal personale.
Dai camerieri al responsabile sono stati tutti molto competenti e cordiali.
La posizione dell'Hotel è ottima per poter girare Porto Rotondo a piedi.
Lo consiglio vivamente!",4,2015,09,21
08,inferiore alle aspettative,"La mia non è stata un'esperienza particolarmente positiva,la stanza piuttosto buia ed il bagno piccolo e senza finestra,la cura della stanza non particolarmente attenta.Il personale della reception invece veramente gentile ed accogliente.Nel complesso valuto non ci sia stato un buon rapporto qualità prezzo",2,2015,09,14
08,deludente,"L'hotel è da ristrutturare, camere piccole vecchie, bagno con la tendina di plastica che non vedevo dagli anni 70. Sala colazioni da ostello, illuminazione hall lugubre e tristissima. Il personale è gentile ma le 4 stelle proprio non ci stanno. Se fosse un due stelle non avrei nulla da dire ma avendo pagato 209 euro a notte per una camera singola a fine agosto... non ci siamo proprio",2,2015,08,28
08,Un'incanto senza tempo,"Dicesi che il vero lusso, nel tempo di internet e della velocità, consista nella riscoperta di agi del tempo che fu. 
Questo hotel delizioso dal design classico, a tratti retrò, e dalla posizione invidiabile é senz'altro la piena dimostrazione. Affacciarsi dalla propria camera direttamente sulla splendida piazzetta San Marco piuttosto che sorseggiare un ottimo drink al bar dell'hotel che dà direttamente su uno degli spiazzi più belli della Costa Smeralda é un piacere che merita senz'altro di essere vissuto. 
Ottima la disponibilità del personale, sempre pronti ad esaudire le richieste degli ospiti ma mai indiscreti. Migliorabile la già buona colazione, aggiungerei solo qualche prodotto in più. 
Discorso a parte merita invece la questione parcheggio auto. Va bene la cortesia del personale, sempre pronto a spostare i veicoli per garantire gli unici cinque posti gratuiti offerti dalla struttura ma una convenzione con il Comune al riguardo non guasterebbe.",4,2015,08,26
08,Comodità al 100%,Hotel situato di fronte al porto nella piazzetta San Marco! Posizione strategica. Vicinissima al centro! personale molto gentile e cortese.. Disponibile 24 ore su 24 ! L'unica pecca il parcheggio.....,5,2015,08,23
08,La scortesia fatta a persona ,"Fatta astrazione della localizzazione magnifica rien va plus all'hotel san Marco !
Habitue da decenni dell albergo la nuova gestione ha dato un impulso negativo all établissement .
Scortesia a livelli estremi (obbligati dei bambini ad aspettare di avere il documento per poter usufruire della camera con una scusa bidone e questo è uno dei tanti esempi)!
Nessuno che aiuta ne con le valige ne per lo stazionamento dell autovetture .
La tenda della doccia che è ammuffita.
Lo scarico della vasca quasi completamente intasato.
La pulizia sommaria della camera.
Il letto matrimoniale in realtà due letti singoli affiancati senza neanche il coprimaterasso unico.
Bref une noblesse déçue , 4 stelle solo nel prezzo.
Da evitare fintanto che l albergo non avrà un nuovo impulso e dei giorni migliori 
Resta la localizzazione, ma da sola non basta e questo dovrebbe far riflettere sulla decadenza del turismo in Sardegna ",1,2015,08,11
08,Una settimana indimenticabile,"Abbiamo soggiornato mia moglie ed io dal 21 al 28 luglio. È vero che qualche ritocco andrebbe dato, almeno all'impianto elettrico, ma per il resto nulla di negativo da segnalare. Colazione ricca e buona. Posizione strategica invidiabile, affacciato sulla piazzetta S. Marco. Hotel silenzioso. Ma soprattutto, personale serio, disponibile e professionale. Un apprezzamento particolare a Giommaria che si prodiga quotidianamente affinché tutto vada al meglio. Consigliato!! ",5,2015,07,31
08,Splendido hotel in pieno centro!,"Tutto perfetto, dalla location alla estrema gentilezza del personale ed in particolar modo del direttore. Disponibilità 24 ore su 24. Dieci giorni di vacanza con mia moglie e mia figlia trascorsi meravigliosamente.
Consigliato!",5,2015,07,26
08,come non gestire un hotel....,"Scelto per la sua posizione dorata. Nella mitica piazzetta di Porto Rotondo.
Impensabile trovare un albergo (non si può definire hotel) più fuori dal tempo.
Si nota che nessuno ci ha messo mano da anni. Gli arredi sono anni 60. La colazione ai minimi termini, per non parlare dei croissant di gomma. Il wifi è una modernità non ammessa nelle camere e nella hall occorre essere molto fortunati. Di dotare l'albergo di un PC per gli ospiti non se ne parla nemmeno, anche se il wifi non funziona. Notare che oggi un PC costa poche centinaia di euro !!! E l'ordine del direttore è di non far usare il PC della reception (salvo 30"" dopo violenta discussione). Preistoria senza futuro. Meglio vendere a chi saprebbe sfruttare la location. Pessimo e mal gestito.",1,2015,07,25
08,Gentilissimi,"Hotel comodissimo al porto personale veramente Top!! Professionali e gentili sempre disponibili.
Camere pulite e semplici, piccolo neo la tv sovente senza segnale e di qualità scarsa.
Colazione buona vicino alla piscina...anch'essa semplice e pulita. torneremo.
",4,2015,07,01
08,location,"l'albergo sta in una posizione fantastica. Ma no fantastica proprio fantastica. Centrale comoda. Le stanze sono un po' piccole ma molto graziose. Pulite e con un buon servizio. Il personale è di una gentilezza ed accoglienza raramente trovata. Punti negativi : non c'è l'ascensore, i bagni dovrebbero essere ristrutturati, perché non sono tanto funzionali, la colazione dovrebbe essere un po' migliorata. Se avesse tutte queste cose sarebbe a 5 stelle super. A voi la scelta, qualche difettuccio c'è, ma è proprio carino.",3,2015,06,11
08,sulla piazza SAN MARCO,"L'albergo è in una posizione incantevole, necessita a mio avviso di una ristrutturazione, anche se mantiene intatto il fascino del vecchio stile spartano sardo.
Dalla sua ha il vantaggio di stare nella piazzetta di Porto Rotondo dove si può sorseggiare un aperitivo o fare la colazione della mattina nei tavolini all'esterno.",3,2014,10,01
08,Piacevole ...,"La posizione e ottima, l hotel e un datato, le camere carine, i bagni un po vecchi, non cé una wifi, direi che va bene , se lo si acquista ad un prezzo scontato, a prezzo pieno e un po sopravlutato. La posizione e centrale, ha un piccolo posteggio. Direi che si posizione nella media, ma di certo la classificazione, non é corretta, e un buon 3 stelle",3,2014,09,02
08,Qui è verità: Accoglienza e cortesia come si trovano non spesso!,"Un hotel piccolo e particolare, che si affaccia sulla piazzetta di Porto Rotondo.
La colazione si consuma in una sala interna vicino ad una cascata d' acqua.
Abbiamo goduto di un accoglienza e di un servizio d'altri tempi.
Quindi: Il meglio che si può avere! Èd un' oasi di silenzio a Porto Rotondo, davvero!
Il personale è gentilissimo e disponibile, sia il Giomarìa Bussell che tutto lo staff. Sono perfetti sotto ogni aspetto.
Per la cortesia e la grande accoglienza scrivo questa recensione, dedicata a loro. Grazie.
Le consigliamo vivamente!",5,2014,07,28
08,Ottima accoglienza,"Eccomi qui dopo il solito anno, accoglienza migliorata, i ragazzi sono disponibili e più organizzati, le camere sempre uguali...semplici ma pulite e ordinate... Hotel molto tranquillo con posizione super! Tornerò",4,2014,07,06
08,Al di sotto delle aspettative,"La posizione dell'hotel è ottima, la struttura invece all'interno, risulta essere vecchia, le camere obsolete, i sanitari macchiati, la vasca del bagno con le tendine macchiate, la tv 14"" che non funzionava, non hanno la parabola satellitare, nessun wifi nelle camere, ma soltanto nella hall(a pagamento), la colazione nella media, unica nota positiva: la gentilezza dei ragazzi e la posizione (da sulla piazzetta di porto rotondo). Il prezzo è molto alto per quello che offre.",2,2013,07,30
08,Un po ....stanco.,"Ritorno dopo un anno in questo hotel sulla piazzetta di porto rotondo, il personale è cambiato ...ma sempre molto gentile e disponibile. Sinceramente lo trovo un po invecchiato..piscina non perfetta camere con aria condizionata rotta (per 3 giorni) scarsa e scontata colazione. ....sarà la crisi ma non si può non investire un euro in questo bel posto! Ritorneremo assolutamente per la cortesia e la grande accoglienza avuta da parte di tutti i dipendenti alla reception.",3,2013,07,07
08,La serenità la fa da padrona...,"Un hotel che si affaccia sulla famosa piazzetta, finalmente abbiamo goduto di un accoglienza e di un servizio d'altri tempi. I ragazzi professionali e perfetti sotto ogni aspetto. Vedendo loro al lavoro ho deciso di scrivere questa mi prima recensione../ dedicata a loro. Vedere un cameriere a 40 gradi con camicia , farfallino e giacca... Sorridere gentilissimo e' indice di professionalità !!! Complimenti ritorneremo ancora. Grazie",5,2012,08,05
08,Carino ma nulla di che..,"Posto centrale, camere nella norma, bagni non sempre pulitissimi, colazione modesta. Buon rapporto qualità prezzo ma da un 4 stelle a porto rotondo ci si aspetta di piu. 
Si trova in pieno centro, in piazzetta. 
Personale molto cortese. ",3,2012,08,04
08,eccellente,"Hotel piccolo e particolare, una bomboniera, ubicato nella piazzetta di Porto Rotondo, quindi il meglio che si può avere da una vacanza in questa località.
Gradito il silenzio che lo caratterizza, grazie all' isola pedonale che circonda Porto Rotondo, che  fa ricordare Venezia. Il risveglio è senza rumore d'auto.
La colazione è varia e non manca nulla e si può consumare nei tavolini in piazzetta o in una sala interna più discreta vicino ad una cascata d' acqua molto bella.
Il personale è gentilissimo e disponibile, sia nella figura del Direttore che in tutto lo staff.
Comodo in tutto, essendo centrale,  per curiosare nei negozi,  per una passeggiata nel porto, per godere della piazzetta e dei suoi ristoranti e locali, vicino alla fermata del bus maremare che, ogni 20 minuti conduce  alle vicine bellissime spiaggie.
L' hotel dispone di una piccola piscina, non profonda, ma comunque gradita durante una pausa dalla spiaggia.
Lo consiglio vivamente.",5,2012,07,03
08,Ottimo Hotel!!,"In posizone super, ottimo albergo con personale disponibile e gentile, flessibile alle mie esigenze e pronto ad accontentare le mie esigenze (hanno tardato il check-out senza farmi problemi).
Consigliatissimo!!",4,2012,07,02
08,Hotel e staff strepitosi,Sono stata al San Marco per un week-end. Penso di tornarci a breve perché ho trascorso due giorni fantastici in un hotel fantastico per la posizione ma soprattutto per uno staff eccellente per professionalità cordialità e disponibilità! Ringrazio Antonella che oserei definire strepitosa e l'eccellente direttore Sergio ,5,2012,06,02
08,Location incantevole,"Hotel tipico sardo, molto grazioso, sito nella piazza San Marco nel cuore di Porto Rotndo. Abbiamo preso una camera con vista piazza e porto molto carina, l'hotel e' molto pulito ben organizzato e anche il direttore un tipo molto cordiale e professionale, peccato che non ha il ristorante, ma siamo state consigliate molto bene dalla reception. Da provare!!!",4,2012,05,25
08,Ci torneró,"Sono stato al Colonna San Marco per lavoro per un periodo piuttosto lungo.
A parte l'eccellente ubicazione, il comfort e la pulizia delle camere, sono stato molto impressionato dalla qualità del servizio, e dalla cortesia del personale. L'ottimo Sergio, Direttore tuttofare, e le simpatiche ed efficientissime Monica ed Antonella, sono riusciti a farmi sentire a casa.",5,2011,09,23
08,Fantastica Sardegna,"io e mia moglie abbiamo trascorso una bellissima vacanza, l'hotel è poizionato nel centro di porto Rotondo, la colazione varia tutti i giorni. Lo staff ti coccola in tutto, addirittura all'arrivo abbiamo perso i bagagli e la reception si è organizzata per farci recapitare al più presto la mia valigia. Ringraziamo soprattutto Antonietta e Sergio.",5,2011,09,22
08,Ottimo soggiorno!,"Posso solo spendere parole assolutamente positivi su questa piccola chicca di Porto Rotondo. L'hotel innanzitutto e' nel cuore pulsante della cittadina e permette di vivere a pieno la sua pulsante attivita'. La struttura e' in tipico stile sardo, ben curata e ricca di tutti i confort. Da notare la deliziosa piscina ben appartata. Camere ok, e staff professionale e simpaticissimo. ",5,2011,09,18
08,Buono ma caro,"E' un albergo comodissimo perchè in pieno centro. Arredato con gusto e con personale molto gentile. Non ha servizi da quattro stelle ( TV piccolo e vecchio, no Sky, no internet ecc) la piscina è piccola e le manutenzioni non sono adeguate.Puo' definirsi un buon tre stelle e comunque il prezzo ( 230€ in B&B e DUS) è eccessivo anche in considerazione che si trova a Portorotondo.",3,2010,07,29
